Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model
Kolkata,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,6.99,10,Skoda,Laura1.9
Coimbatore,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,4.29,4,Maruti,Alto800
Delhi,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.2,8,Maruti,SwiftVXI
Pune,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.11,10,Hyundai,i201.4
Mumbai,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.75,7,Audi,Q32012-2015
Mumbai,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,64.95,5,Mercedes-Benz,GLE350d
Mumbai,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.59,12,Hyundai,i10Era
Kolkata,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.6,6,Maruti,WagonR
Kochi,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,7.87,5,Honda,Cityi
Mumbai,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.55,4,Hyundai,Grandi10
Jaipur,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.4,8,Honda,Cityi
Mumbai,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,2.65,13,Maruti,SwiftDzire
Delhi,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,5.5,7,Maruti,SwiftDzire
Kochi,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31,9,Mahindra,XUV500W8
Jaipur,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1,6,Maruti,CiazZDi
Kochi,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.83,6,Hyundai,Verna1.6
Mumbai,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,0.85,17,Hyundai,AccentCRDi
Mumbai,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.55,8,Honda,BrioS
Coimbatore,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.19,5,Hyundai,i20Active
Pune,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.0,4,BMW,3Series
Chennai,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.0,7,Volkswagen,Jetta2013-2015
Chennai,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3.29,11,Volkswagen,PoloPetrol
Pune,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4.41,7,Maruti,SwiftVXi
Kolkata,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99,9,Renault,Duster110PS
Hyderabad,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.98,13,BMW,X3xDrive
Coimbatore,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,7.71,4,Fiat,AvventuraMULTIJET
Delhi,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.8,9,Maruti,WagonR
Kolkata,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,3.0,9,Chevrolet,SailHatchback
Coimbatore,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.49,7,Mahindra,XUV500W8
Kochi,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,5.0,6,Tata,ZestQuadrajet
Kochi,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.64,5,BMW,X3xDrive20d
Chennai,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.5,7,Maruti,SwiftVDI
Bangalore,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,35.0,7,BMW,5Series
Chennai,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.0,7,Tata,IndigoCS
Kochi,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.46,7,Mahindra,XUV500W8
Kochi,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,39.0,6,Audi,Q735
Hyderabad,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.0,13,BMW,5Series
Coimbatore,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,6.15,9,Hyundai,Verna1.6
Pune,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,14.5,7,Hyundai,SantaFe
Bangalore,43000,Petrol,Manual,First,18.236512961941532,999.0,112.3128981777716,5.0,3.25,10,Hyundai,SantroGLS
Kochi,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5.18,4,Maruti,WagonR
Pune,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.24,15,Maruti,WagonR
Kolkata,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,2.8,9,Hyundai,i20Sportz
Kochi,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5.23,11,Skoda,SuperbElegance
Pune,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,0.45,17,Hyundai,GetzGLS
Delhi,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.25,8,Maruti,WagonR
Kolkata,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.5,7,Maruti,OmniMPI
Mumbai,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85,10,Hyundai,i10Magna
Kochi,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.5,4,Renault,KWID1.0
Bangalore,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,16.25,8,Mercedes-Benz,BClass
Mumbai,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.75,5,Volkswagen,PoloGT
Bangalore,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,4.35,15,Mahindra,ScorpioVLX
Kochi,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,33.13,3,Toyota,Fortuner2.8
Coimbatore,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.63,9,Chevrolet,BeatDiesel
Delhi,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.75,12,Toyota,Innova2.5
Kochi,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.51,4,Maruti,SwiftDzire
Hyderabad,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.8,4,Renault,KWIDClimber
Hyderabad,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,6.0,5,Tata,BoltQuadrajet
Coimbatore,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.4,6,Hyundai,Grandi10
Ahmedabad,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.9,8,Volkswagen,Vento1.5
Coimbatore,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.57,9,Audi,A62011-2015
Kolkata,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.76,7,Maruti,SwiftDzire
Kochi,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,2.0,10,Chevrolet,Spark1.0
Coimbatore,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,9.92,13,BMW,3Series
Kochi,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.69,4,Hyundai,EONEra
Hyderabad,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75,9,Maruti,SwiftDzire
Hyderabad,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,5.7,8,Volkswagen,CrossPolo1.5
Coimbatore,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94,8,Honda,AmazeE
Kochi,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,4.29,10,Volkswagen,VentoPetrol
Kolkata,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0,8,Maruti,WagonR
Hyderabad,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.5,8,Volkswagen,Polo1.5
Jaipur,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.9,7,Volkswagen,PoloPetrol
Kochi,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4,6,Honda,AmazeSX
Delhi,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,24.0,8,Audi,A635
Kochi,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.46,3,Tata,Tigor1.05
Kochi,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.6,5,Volkswagen,Vento1.5
Hyderabad,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,25.0,8,Audi,A635
Hyderabad,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.8,8,Nissan,TerranoXL
Coimbatore,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,8.59,6,Skoda,Rapid1.5
Hyderabad,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.29,6,Ford,FigoAspire
Pune,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,2.5,11,Tata,VentureEX
Chennai,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,13.9,11,Mercedes-Benz,NewC-Class
Jaipur,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,20.0,8,Toyota,Fortuner4x2
Delhi,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.4,11,Honda,City1.5
Mumbai,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5,7,Hyundai,i20Asta
Hyderabad,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,3.65,10,Volkswagen,VentoDiesel
Kochi,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.86,11,Ford,Endeavour2.5L
Coimbatore,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,10.44,4,Ford,EcoSport1.5
Bangalore,58291,Diesel,Manual,First,17.8,1248.0,74.0,5.0,5.0,9,Maruti,SwiftVDI
Coimbatore,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37,11,Hyundai,i20Sportz
Delhi,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6.95,11,Toyota,Innova2.5
Mumbai,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.9,4,Tata,Nexon1.5
Hyderabad,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.3,10,Ford,FigoDiesel
Delhi,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,50.5,9,Porsche,PanameraDiesel
Jaipur,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5,7,Hyundai,Creta1.6
Hyderabad,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,20.5,8,Audi,A42.0
Kolkata,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5,5,Mahindra,XUV500W8
Jaipur,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,20.0,5,Isuzu,MUX4WD
Delhi,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,8,Maruti,SwiftDzire
Kolkata,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.9,7,Maruti,CiazZXi
Pune,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,9,Hyundai,EONEra
Chennai,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,15,Mercedes-Benz,E-Class280
Pune,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.5,11,BMW,5Series
Jaipur,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.75,5,Hyundai,Grandi10
Hyderabad,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,75.0,7,Jaguar,XJ3.0L
Chennai,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2.0,15,Maruti,SwiftLdi
Hyderabad,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,14,Hyundai,SantroXing
Hyderabad,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,8.2,13,Toyota,Innova2.5
Kolkata,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.8,7,Hyundai,i20Sportz
Mumbai,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,8.5,14,Mercedes-Benz,E-Class280
Chennai,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9,11,Ford,FigoDiesel
Ahmedabad,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5,10,Toyota,CorollaAltis
Jaipur,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85,4,Hyundai,Grandi10
Coimbatore,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,23.91,3,Jeep,Compass2.0
Coimbatore,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36,3,Maruti,Ignis1.2
Pune,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25,8,Toyota,Fortuner3.0
Jaipur,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0,9,Volkswagen,VentoDiesel
Mumbai,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65,5,Toyota,InnovaCrysta
Jaipur,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5,9,Ford,FigoDiesel
Hyderabad,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6.0,7,Toyota,PlatinumEtios
Mumbai,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25,4,Mahindra,TharDI
Kochi,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.83,4,Land Rover,RoverRange
Delhi,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5,11,BMW,3Series
Bangalore,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.9,14,Hyundai,AccentGLS
Jaipur,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25,6,Maruti,CelerioZXI
Chennai,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,26.5,8,Jaguar,XF2.2
Bangalore,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,22.5,9,Audi,A62.7
Hyderabad,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3,11,Nissan,MicraDiesel
Jaipur,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.3,7,Honda,AmazeS
Chennai,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25,10,Renault,Duster85PS
Jaipur,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75,7,Toyota,Innova2.5
Ahmedabad,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,8,Honda,AmazeE
Delhi,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22,10,Mercedes-Benz,NewC-Class
Chennai,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.2,7,Toyota,EtiosLiva
Delhi,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25,5,Toyota,InnovaCrysta
Bangalore,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5,9,Mercedes-Benz,NewC-Class
Chennai,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2.4,14,Maruti,SwiftVXI
Kolkata,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5,6,Maruti,BalenoAlpha
Hyderabad,56000,LPG,Manual,First,18.83,1086.0,62.1,5.0,3.2,8,Hyundai,SantroXing
Mumbai,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99,7,Maruti,CelerioVXI
Kochi,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,8,Ford,Ecosport1.5
Hyderabad,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7,12,Tata,ManzaAura
Mumbai,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25,6,Honda,Jazz1.5
Coimbatore,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28,6,Mahindra,XUV500W8
Hyderabad,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7,10,Nissan,MicraDiesel
Coimbatore,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51,4,Mercedes-Benz,NewC-Class
Hyderabad,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4,12,Tata,ManzaAura
Kolkata,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,8,Maruti,SwiftVDI
Jaipur,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78,10,Maruti,SwiftDzire
Pune,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7,7,Tata,IndigoeCS
Kolkata,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2,9,Honda,AmazeS
Delhi,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.0,6,Maruti,SwiftVXI
Chennai,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,10,Maruti,ErtigaZDI
Kolkata,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.85,8,Hyundai,Grandi10
Ahmedabad,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25,6,Nissan,MicraActive
Bangalore,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.9,8,Hyundai,Grandi10
Hyderabad,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9,5,Jeep,Compass2.0
Delhi,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.25,8,Volkswagen,PoloDiesel
Pune,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.34,7,Honda,AmazeS
Kolkata,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.0,10,BMW,X3xDrive20d
Kochi,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.45,5,BMW,3Series
Kochi,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.15,8,Honda,CityV
Kochi,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,9.25,8,Mahindra,SsangyongRexton
Delhi,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85,7,Maruti,SwiftDzire
Jaipur,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8,8,Maruti,SwiftVDI
Pune,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.3,10,Honda,BrioS
Mumbai,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.75,6,Hyundai,Grandi10
Pune,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.0,5,Tata,ZestQuadrajet
Jaipur,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,7,Hyundai,EONEra
Mumbai,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95,5,Hyundai,i201.2
Delhi,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,16.0,8,Volvo,S60D4
Delhi,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.15,8,Ford,Ecosport1.5
Hyderabad,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4.05,8,Maruti,RitzVXI
Hyderabad,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3.1,12,Hyundai,i201.4
Hyderabad,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49,9,Maruti,DzireVXI
Coimbatore,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,42.91,12,Porsche,Panamera2010
Jaipur,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7,7,Maruti,SwiftVDi
Kolkata,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.85,8,Honda,BrioS
Bangalore,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.35,10,Chevrolet,BeatLS
Coimbatore,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.76,4,Hyundai,Creta1.6
Pune,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2.25,14,Honda,CityZX
Mumbai,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.65,6,Maruti,RitzLXi
Delhi,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.25,6,Ford,EcoSport1.5
Hyderabad,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10.69,12,BMW,3Series
Mumbai,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.5,8,Hyundai,Verna1.6
Chennai,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,5.1,17,Toyota,Innova2.5
Mumbai,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.25,8,Maruti,WagonR
Mumbai,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25,4,Maruti,ErtigaVDI
Hyderabad,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7,14,Maruti,AltoLXi
Kochi,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.87,12,Maruti,A-StarVxi
Bangalore,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17.75,13,BMW,X53.0d
Kolkata,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5,5,Mahindra,KUV100
Bangalore,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,2.95,14,Hyundai,i10Magna
Pune,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.6,15,Honda,Civic2006-2010
Hyderabad,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,12,Hyundai,i10Sportz
Ahmedabad,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,15.5,8,Mercedes-Benz,NewC-Class
Pune,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.8,11,Toyota,EtiosG
Kolkata,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5,12,Honda,City1.5
Bangalore,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75,8,Maruti,SwiftDzire
Pune,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8,12,Maruti,SwiftVXI
Kolkata,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.59,8,Hyundai,Verna1.6
Pune,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,10,Maruti,RitzVDi
Mumbai,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,19.85,7,Toyota,Fortuner4x2
Pune,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5,4,Jeep,Compass2.0
Hyderabad,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95,5,Hyundai,i20Asta
Delhi,48500,CNG,Manual,Second,37.24,998.0,58.16,5.0,2.85,8,Maruti,WagonR
Jaipur,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.75,10,Tata,NewSafari
Jaipur,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3,14,Maruti,SwiftDzire
Kolkata,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.3,6,Tata,IndigoeCS
Hyderabad,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95,6,Maruti,SwiftLDI
Kolkata,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.49,6,Maruti,CelerioVXI
Coimbatore,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,47.7,6,BMW,5Series
Coimbatore,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6.43,7,Volkswagen,Polo1.2
Bangalore,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4.5,11,Tata,SafariDICOR
Kolkata,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,39.75,4,Mini,CooperS
Kolkata,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.0,7,Ford,FigoPetrol
Ahmedabad,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98,7,Honda,Cityi
Delhi,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1.75,16,Hyundai,TucsonCRDi
Delhi,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75,9,Skoda,LauraAmbiente
Hyderabad,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.5,6,Toyota,Fortuner3.0
Hyderabad,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49,8,Hyundai,Verna1.6
Hyderabad,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85,7,Mahindra,XUV500W6
Mumbai,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,5,Renault,KWIDRXT
Bangalore,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6.3,7,Hyundai,i20Asta
Bangalore,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.75,10,Honda,CityV
Coimbatore,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,28.88,5,Ford,Endeavour3.2
Kochi,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.23,6,Skoda,SuperbElegance
Mumbai,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,15.0,10,BMW,3Series
Mumbai,53000,CNG,Manual,First,31.919999999999998,1373.0,80.9,7.0,5.8,9,Maruti,ErtigaVXI
Jaipur,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75,9,Maruti,RitzLDi
Jaipur,120000,Petrol,Manual,First,18.236512961941532,1086.0,62.1,5.0,1.15,17,Hyundai,SantroXing
Jaipur,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12.75,11,Toyota,Fortuner3.0
Mumbai,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95,13,Maruti,SwiftLxi
Mumbai,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95,4,Tata,Tigor1.2
Delhi,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25,7,Honda,Cityi
Hyderabad,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99,9,BMW,3Series
Hyderabad,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5,12,Mercedes-Benz,E-Class2009-2013
Kochi,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36,7,Maruti,SwiftVDI
Delhi,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35,8,Maruti,ErtigaVXI
Kolkata,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95,11,Hyundai,Verna1.6
Coimbatore,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7,3,Land Rover,RoverDiscovery
Kolkata,60170,Petrol,Manual,First,18.236512961941532,1086.0,62.0,5.0,1.15,13,Hyundai,SantroXing
Hyderabad,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5,5,Mercedes-Benz,NewC-Class
Kochi,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07,5,Hyundai,i10Magna
Kolkata,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99,10,Volkswagen,PoloDiesel
Delhi,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9,5,Maruti,VitaraBrezza
Mumbai,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49,6,Renault,Duster85PS
Jaipur,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1,13,Tata,IndicaVista
Delhi,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,56.0,6,Mercedes-Benz,GL-Class350
Mumbai,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5,6,Hyundai,Xcent1.2
