age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
40-64,male,minority,0-9y,none,middle class,0.6328643879795967,True,before 2015,True,True,10000.0,sedan,0,0,0,True
40-64,male,majority,0-9y,university,upper class,0.6441433294943851,True,before 2015,True,True,7000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,poverty,0.3719044158733219,False,before 2015,False,False,16000.0,sedan,0,0,0,True
40-64,male,majority,0-9y,high school,upper class,0.5533950888413254,True,before 2015,True,True,9000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,middle class,0.5038033404653214,True,before 2015,True,True,10000.0,sedan,3,0,2,False
26-39,male,majority,10-19y,university,upper class,0.4908294164091601,True,before 2015,True,True,6000.0,sedan,1,0,2,False
26-39,female,minority,10-19y,none,working class,0.3618314257599834,False,before 2015,False,True,11000.0,sedan,1,0,0,True
40-64,female,majority,20-29y,high school,middle class,0.5236585383213973,False,after 2015,False,True,13000.0,sedan,1,1,0,False
26-39,male,minority,10-19y,university,middle class,0.4809404543943058,False,before 2015,True,True,9000.0,sedan,5,0,5,True
26-39,male,majority,10-19y,university,middle class,0.5013150905182883,False,before 2015,False,False,17000.0,sedan,1,0,0,True
40-64,male,majority,20-29y,high school,upper class,0.6975714838326199,False,before 2015,True,True,13000.0,sedan,2,1,4,False
40-64,male,majority,20-29y,high school,working class,0.4076322765382582,False,before 2015,True,True,11000.0,sedan,5,0,4,False
40-64,male,majority,10-19y,university,upper class,0.3935696626424533,True,before 2015,True,False,9000.0,sedan,2,0,1,False
40-64,male,majority,20-29y,none,working class,0.43192928411686055,False,before 2015,False,True,11000.0,sedan,3,0,7,False
26-39,male,minority,0-9y,high school,working class,0.4845533311312765,False,before 2015,False,False,13000.0,sedan,0,0,0,True
65+,male,majority,30y+,high school,upper class,0.5905385436778711,True,before 2015,False,True,12000.0,sedan,7,0,6,False
26-39,female,majority,0-9y,none,working class,0.4194646966156586,True,before 2015,False,False,12000.0,sedan,0,0,0,True
65+,female,majority,20-29y,university,upper class,0.7387633756082187,True,after 2015,True,True,10000.0,sedan,4,0,0,False
16-25,female,majority,0-9y,none,working class,0.5795235938386997,True,before 2015,True,True,9000.0,sedan,0,0,0,False
26-39,male,minority,10-19y,high school,middle class,0.5069636356843386,True,before 2015,False,True,12000.0,sedan,0,0,2,False
40-64,female,minority,20-29y,high school,middle class,0.7523626049543374,False,before 2015,True,True,9000.0,sedan,3,1,1,False
40-64,male,majority,0-9y,high school,upper class,0.4795135788273541,True,after 2015,False,True,13000.0,sedan,0,0,0,False
65+,female,majority,10-19y,university,upper class,0.4463844946941819,True,before 2015,False,True,8000.0,sedan,1,0,3,False
16-25,male,majority,0-9y,university,middle class,0.4543114590508771,True,before 2015,False,True,13000.0,sedan,0,0,0,True
40-64,male,minority,0-9y,none,poverty,0.3393086444315488,True,before 2015,True,True,10000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,middle class,0.6328648012800853,True,before 2015,True,True,11000.0,sedan,4,2,2,False
26-39,female,majority,0-9y,university,upper class,0.5591236098410128,True,after 2015,True,True,6000.0,sports car,0,0,0,False
16-25,female,majority,0-9y,high school,working class,0.2927542812589402,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,False
40-64,male,majority,0-9y,university,upper class,0.613826977680089,False,after 2015,True,True,9000.0,sedan,0,0,0,True
26-39,female,majority,0-9y,high school,poverty,0.2508318262318689,False,before 2015,False,True,13000.0,sedan,0,0,0,False
40-64,female,minority,20-29y,high school,middle class,0.5385077709353471,False,after 2015,True,True,8000.0,sedan,2,2,0,False
40-64,male,majority,20-29y,university,upper class,0.4869395119230473,True,after 2015,True,True,11000.0,sedan,4,0,4,False
16-25,female,majority,0-9y,high school,working class,0.4948093876201021,False,before 2015,False,False,16000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,none,working class,0.3753440227515216,True,before 2015,True,True,9000.0,sedan,4,0,2,True
26-39,female,majority,10-19y,high school,working class,0.5211344299762245,False,after 2015,True,True,13000.0,sedan,1,0,0,False
40-64,male,majority,20-29y,university,upper class,0.6007118624815957,True,after 2015,True,True,11697.003206900365,sedan,12,0,3,False
26-39,female,majority,10-19y,university,poverty,0.2291647302298253,False,before 2015,True,False,15000.0,sedan,0,0,1,False
26-39,female,majority,10-19y,high school,working class,0.4359312030698289,False,before 2015,False,True,10000.0,sedan,1,0,0,True
16-25,male,majority,0-9y,high school,working class,0.3997821163574981,False,before 2015,False,False,17000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.5927698538282068,False,before 2015,True,True,11000.0,sedan,7,0,3,False
40-64,male,majority,20-29y,high school,working class,0.4121274692859129,True,after 2015,True,True,7000.0,sedan,6,0,2,False
16-25,female,majority,0-9y,none,poverty,0.4652236746119535,True,before 2015,False,False,16000.0,sedan,0,0,0,False
65+,male,majority,30y+,university,upper class,0.5396125023152104,False,before 2015,True,True,11000.0,sedan,4,0,11,False
16-25,female,majority,0-9y,none,poverty,0.3041750304936165,True,after 2015,False,False,14000.0,sedan,0,0,0,True
65+,male,majority,30y+,high school,upper class,0.7606175236961679,False,before 2015,True,True,8000.0,sedan,7,0,1,False
65+,female,majority,20-29y,high school,upper class,0.5534622777479923,True,before 2015,True,False,8000.0,sedan,3,1,4,False
65+,female,minority,20-29y,high school,upper class,0.6421518240233457,True,before 2015,False,True,10000.0,sedan,3,0,7,False
16-25,female,majority,0-9y,high school,working class,0.3717009607507985,True,after 2015,False,True,11697.003206900365,sedan,0,0,0,False
40-64,male,majority,0-9y,none,upper class,0.7130417589740766,False,before 2015,False,True,8000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,poverty,0.3770509975396274,True,before 2015,False,False,13000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,university,poverty,0.3240043349815389,False,before 2015,False,False,17000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,poverty,0.226734278562446,False,before 2015,False,False,9000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,poverty,0.2150234265757672,False,before 2015,False,True,14000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,high school,poverty,0.3566508009417655,True,before 2015,False,True,11000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,university,upper class,0.5363148091435546,True,before 2015,True,True,11000.0,sedan,2,0,2,False
40-64,female,majority,20-29y,university,upper class,0.6817110154432734,True,before 2015,False,True,13000.0,sedan,1,1,3,False
26-39,female,majority,10-19y,high school,middle class,0.6763506447647986,True,before 2015,False,False,14000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,university,upper class,0.6700656571076721,True,after 2015,True,True,11697.003206900365,sedan,1,1,1,False
40-64,female,minority,10-19y,university,middle class,0.5638599791376707,False,before 2015,True,True,13000.0,sedan,0,0,1,False
26-39,female,majority,10-19y,none,working class,0.4056386696737108,True,before 2015,False,True,15000.0,sedan,1,1,0,False
40-64,female,majority,20-29y,high school,working class,0.3296752876443378,True,after 2015,True,True,13000.0,sedan,1,0,5,False
26-39,female,majority,10-19y,university,middle class,0.5599372295279516,True,before 2015,True,True,14000.0,sports car,0,0,1,False
26-39,female,majority,10-19y,university,upper class,0.4893652258060092,True,before 2015,True,True,15000.0,sedan,1,0,1,True
26-39,male,majority,10-19y,none,poverty,0.4166623408665704,False,before 2015,True,False,12000.0,sedan,3,0,2,False
16-25,male,majority,0-9y,university,working class,0.4040996330416273,False,before 2015,False,False,17000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,upper class,0.4912530942089903,True,before 2015,False,False,14000.0,sedan,0,0,2,False
40-64,male,majority,20-29y,university,middle class,0.3712489315888498,True,before 2015,True,True,5000.0,sedan,12,0,2,False
16-25,female,minority,0-9y,high school,poverty,0.3486077166376033,False,before 2015,False,False,18000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,working class,0.3784275122206737,True,before 2015,False,False,10000.0,sedan,0,0,0,True
65+,female,majority,30y+,high school,upper class,0.4186462666783617,False,after 2015,True,False,11000.0,sedan,7,1,3,False
26-39,male,majority,10-19y,none,poverty,0.239601811089347,True,before 2015,False,False,17000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,high school,upper class,0.6488500999275332,True,after 2015,True,True,12000.0,sedan,1,0,0,False
26-39,male,majority,10-19y,university,middle class,0.5346089416239137,True,before 2015,False,True,11000.0,sports car,1,0,5,False
16-25,female,majority,0-9y,high school,middle class,0.5236585383213973,True,after 2015,True,True,10000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,high school,middle class,0.6218330526938859,True,before 2015,False,True,16000.0,sedan,0,1,0,False
16-25,male,majority,0-9y,high school,poverty,0.2387284686650751,False,before 2015,False,False,14000.0,sedan,0,0,0,True
65+,female,majority,30y+,university,upper class,0.6613015055538642,True,before 2015,True,True,10000.0,sedan,2,0,3,True
26-39,male,minority,10-19y,high school,working class,0.4255008878845209,True,before 2015,False,True,12000.0,sedan,0,0,1,False
40-64,male,majority,20-29y,high school,working class,0.5141863808882946,False,before 2015,True,True,10000.0,sedan,0,2,2,True
40-64,male,majority,20-29y,high school,upper class,0.6846906708686749,True,after 2015,True,False,11000.0,sedan,2,1,6,False
16-25,male,majority,0-9y,university,working class,0.43192928411686055,True,before 2015,True,False,12000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,none,poverty,0.4252781870544744,False,before 2015,False,True,12000.0,sports car,4,1,0,False
40-64,female,majority,20-29y,university,upper class,0.6983343972589173,True,before 2015,True,True,13000.0,sedan,1,0,2,False
16-25,female,majority,0-9y,none,poverty,0.1926279254414204,False,before 2015,True,True,8000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,working class,0.4756818292180803,True,before 2015,False,False,10000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,high school,upper class,0.5423362429107399,True,before 2015,True,True,10000.0,sedan,3,0,5,False
40-64,female,majority,20-29y,university,upper class,0.6495023966946109,True,before 2015,True,True,14000.0,sedan,1,1,0,True
26-39,female,majority,10-19y,none,working class,0.5095214601607623,True,after 2015,False,True,13000.0,sedan,2,1,0,False
16-25,female,majority,0-9y,high school,upper class,0.7129579382614474,True,after 2015,False,True,12000.0,sedan,0,0,0,False
16-25,female,minority,0-9y,none,poverty,0.2173998671718008,True,after 2015,False,False,17000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.6958698252477195,False,after 2015,True,True,9000.0,sedan,3,0,2,False
65+,female,majority,30y+,university,upper class,0.7067539325684986,True,after 2015,False,True,14000.0,sedan,2,0,0,False
26-39,male,majority,10-19y,university,middle class,0.4006684278650776,True,before 2015,True,True,11000.0,sedan,3,0,0,True
26-39,female,majority,10-19y,none,working class,0.2666952827902061,False,before 2015,False,False,12000.0,sedan,1,0,1,False
16-25,male,majority,0-9y,none,poverty,0.3855758248598593,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,False
40-64,male,minority,20-29y,high school,middle class,0.6008004231570677,False,after 2015,False,True,14000.0,sedan,4,0,1,False
65+,male,minority,30y+,high school,middle class,0.4752202699814938,True,after 2015,False,True,14000.0,sedan,4,1,1,False
40-64,female,majority,20-29y,high school,working class,0.4481947429015405,True,before 2015,True,True,12000.0,sedan,0,0,1,False
26-39,male,majority,10-19y,high school,middle class,0.5286165003895587,True,before 2015,True,True,14000.0,sedan,2,0,3,False
40-64,female,majority,0-9y,none,middle class,0.4795667227708169,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,middle class,0.6783361946053551,True,after 2015,True,True,8000.0,sedan,2,0,7,False
16-25,female,minority,0-9y,none,poverty,0.535812428215268,True,before 2015,False,False,15000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,none,middle class,0.4779300200328349,True,before 2015,True,True,12000.0,sedan,3,0,0,False
16-25,male,majority,0-9y,none,poverty,0.34833133094379204,True,before 2015,False,False,14000.0,sedan,0,0,0,True
65+,male,majority,10-19y,none,working class,0.6154656983877915,True,after 2015,True,True,5000.0,sedan,2,0,0,False
26-39,female,majority,10-19y,high school,working class,0.4564483485504177,False,before 2015,False,False,13000.0,sedan,2,0,0,False
16-25,female,majority,0-9y,high school,poverty,0.4161597154112488,False,before 2015,False,False,15000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,none,working class,0.43192928411686055,False,before 2015,True,True,14000.0,sedan,0,0,3,True
26-39,male,majority,0-9y,university,upper class,0.6367641521533212,True,before 2015,True,True,10000.0,sedan,0,0,0,True
65+,female,majority,10-19y,university,upper class,0.5857094807969453,False,after 2015,True,True,11697.003206900365,sedan,1,0,0,False
26-39,male,majority,10-19y,high school,middle class,0.3949779906148981,False,before 2015,False,False,15000.0,sedan,1,0,1,True
26-39,female,majority,10-19y,none,poverty,0.1950515541346116,False,before 2015,False,True,11697.003206900365,sedan,0,0,1,True
26-39,male,majority,10-19y,university,middle class,0.5005906733134925,True,after 2015,False,False,15000.0,sedan,1,2,0,False
40-64,female,majority,0-9y,high school,upper class,0.8434489676369233,True,after 2015,True,True,11697.003206900365,sedan,0,0,0,False
16-25,female,majority,0-9y,high school,poverty,0.3080185242909205,False,before 2015,True,False,10000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,poverty,0.3132319641776033,True,after 2015,False,True,15000.0,sedan,1,0,1,False
40-64,female,majority,0-9y,none,upper class,0.7895325092012228,True,after 2015,True,False,11000.0,sedan,0,0,0,False
65+,female,majority,10-19y,high school,upper class,0.6533333041615769,False,after 2015,True,False,13000.0,sedan,0,1,1,False
40-64,male,majority,0-9y,none,poverty,0.3591904547041292,True,before 2015,False,True,12000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,none,working class,0.3939002596613116,False,before 2015,False,True,9000.0,sedan,9,2,1,False
26-39,male,majority,10-19y,none,poverty,0.4220315334045105,True,before 2015,False,True,11000.0,sedan,1,0,0,False
65+,male,majority,30y+,university,upper class,0.5695226383731321,False,before 2015,True,True,8000.0,sedan,5,0,8,False
26-39,female,majority,0-9y,high school,poverty,0.4818224352879133,False,before 2015,True,True,7000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.613826977680089,True,after 2015,False,False,11697.003206900365,sedan,2,0,2,False
65+,male,majority,30y+,high school,upper class,0.6634971777551828,True,after 2015,True,True,12000.0,sedan,3,0,5,False
16-25,female,majority,0-9y,high school,working class,0.477052430617012,True,after 2015,False,True,15000.0,sedan,0,0,0,True
65+,female,majority,20-29y,university,upper class,0.5035743386298449,True,before 2015,True,True,16000.0,sedan,1,0,0,False
65+,male,minority,30y+,high school,upper class,0.6778904594231552,True,before 2015,True,True,10000.0,sedan,8,4,4,False
40-64,male,majority,20-29y,none,upper class,0.5745345027912376,True,after 2015,False,True,16000.0,sedan,1,0,0,False
26-39,female,majority,10-19y,high school,working class,0.5736257505092719,True,before 2015,True,True,9000.0,sedan,4,0,0,False
26-39,male,majority,10-19y,high school,middle class,0.4369648248142893,True,before 2015,True,False,9000.0,sedan,1,0,1,True
26-39,female,majority,0-9y,university,middle class,0.4717364514419842,True,after 2015,True,True,10000.0,sedan,0,0,0,False
16-25,female,minority,0-9y,none,poverty,0.3257717384502198,False,before 2015,False,False,10000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,upper class,0.5452703935182526,True,before 2015,True,True,13000.0,sedan,1,0,0,False
16-25,female,majority,0-9y,university,middle class,0.2484012154074144,True,after 2015,True,True,10000.0,sedan,0,0,0,False
26-39,male,majority,0-9y,university,upper class,0.5623422577370347,False,after 2015,False,True,10000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,poverty,0.4504696004326911,False,before 2015,True,True,3000.0,sedan,8,1,3,False
26-39,male,majority,10-19y,high school,upper class,0.642579092659453,True,before 2015,True,True,9000.0,sedan,0,0,3,False
40-64,female,majority,20-29y,university,upper class,0.6061807103298329,True,after 2015,False,True,11000.0,sedan,3,1,3,False
65+,male,majority,30y+,high school,upper class,0.5956351550491732,True,after 2015,True,True,9000.0,sedan,2,2,9,False
65+,female,majority,30y+,university,upper class,0.5859691100658124,True,before 2015,False,False,16000.0,sedan,2,1,0,False
40-64,female,majority,20-29y,high school,working class,0.4945190973664008,True,before 2015,False,True,14000.0,sedan,2,0,1,False
26-39,male,majority,10-19y,none,poverty,0.2826139640894628,False,before 2015,False,False,13000.0,sedan,0,0,3,False
65+,female,majority,20-29y,university,upper class,0.6863038567846291,True,after 2015,True,True,11000.0,sedan,0,0,2,False
65+,male,majority,20-29y,high school,middle class,0.5466101369180384,False,before 2015,False,True,11697.003206900365,sedan,1,0,3,False
26-39,female,minority,0-9y,university,working class,0.3415769205431839,False,before 2015,True,True,10000.0,sedan,0,0,0,False
26-39,female,majority,0-9y,high school,poverty,0.427006899811128,True,before 2015,False,False,14000.0,sports car,0,0,0,False
40-64,female,majority,20-29y,high school,middle class,0.5236585383213973,True,before 2015,False,True,12000.0,sedan,2,0,0,False
40-64,female,majority,10-19y,university,upper class,0.5842434269819075,True,before 2015,True,True,9000.0,sedan,1,0,0,False
26-39,male,majority,10-19y,none,working class,0.3363879044749127,False,before 2015,False,True,16000.0,sedan,2,0,1,False
26-39,female,majority,0-9y,university,middle class,0.3439552966265479,True,before 2015,True,False,7000.0,sedan,0,0,0,False
65+,male,majority,30y+,university,upper class,0.6832851473970699,True,after 2015,True,True,10000.0,sedan,9,2,8,False
40-64,male,majority,20-29y,university,upper class,0.4268419942247292,True,before 2015,True,True,14000.0,sedan,3,0,1,True
40-64,male,majority,20-29y,university,middle class,0.6212118300258381,False,before 2015,False,True,11697.003206900365,sedan,6,0,1,False
65+,female,majority,30y+,university,upper class,0.6172552350571828,False,after 2015,True,True,11697.003206900365,sedan,3,0,3,False
65+,male,majority,30y+,university,upper class,0.6486291459700178,True,after 2015,True,True,10000.0,sedan,5,2,7,False
16-25,female,minority,0-9y,high school,poverty,0.4824873523239162,True,before 2015,False,False,14000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,none,working class,0.3413065150579024,True,before 2015,False,False,13000.0,sedan,0,0,1,False
26-39,male,majority,10-19y,university,middle class,0.4947342991549172,True,before 2015,False,False,16000.0,sedan,1,0,0,True
65+,male,majority,30y+,none,upper class,0.454373381412759,True,before 2015,True,True,8000.0,sedan,6,2,4,False
40-64,female,majority,20-29y,none,upper class,0.5548420461404064,True,before 2015,True,True,9000.0,sedan,2,0,0,False
26-39,male,majority,10-19y,university,upper class,0.5088115391992826,True,before 2015,True,True,14000.0,sedan,1,0,2,False
65+,male,majority,20-29y,university,upper class,0.5799573254872007,True,before 2015,True,True,11000.0,sedan,3,1,5,False
40-64,male,majority,10-19y,high school,working class,0.5093397048989089,True,after 2015,True,True,11000.0,sedan,4,0,3,False
26-39,female,majority,10-19y,high school,poverty,0.3195772271282865,True,before 2015,False,True,13000.0,sedan,0,0,1,False
40-64,male,minority,0-9y,high school,upper class,0.5638113135204869,False,before 2015,True,False,14000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.5428894787174905,False,before 2015,True,True,12000.0,sports car,3,0,1,True
65+,male,majority,30y+,university,upper class,0.5663226663241003,True,after 2015,True,True,8000.0,sedan,8,1,1,False
26-39,female,majority,10-19y,high school,upper class,0.6231936826485045,True,before 2015,True,True,6000.0,sedan,3,0,1,False
40-64,male,majority,0-9y,high school,upper class,0.613826977680089,True,before 2015,False,True,11000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,poverty,0.4324125100424552,True,before 2015,False,False,12000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,high school,poverty,0.2632650538999824,True,before 2015,False,True,15000.0,sports car,0,0,0,False
40-64,female,majority,0-9y,university,upper class,0.675859002609907,False,before 2015,True,True,12000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.5309254852137539,True,before 2015,True,True,9000.0,sedan,3,1,0,False
16-25,female,minority,0-9y,high school,poverty,0.5580618709969322,True,before 2015,False,True,9000.0,sedan,0,0,0,False
65+,male,minority,10-19y,university,upper class,0.7382936679621042,True,before 2015,True,True,7000.0,sedan,2,3,2,True
65+,male,majority,20-29y,university,upper class,0.6701214761226999,True,after 2015,True,True,11697.003206900365,sedan,4,1,2,False
16-25,male,majority,0-9y,university,middle class,0.4350849901631921,True,before 2015,True,True,9000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,poverty,0.3734827746520789,False,before 2015,False,False,18000.0,sedan,0,0,0,True
65+,male,majority,30y+,high school,upper class,0.5883961826816051,True,after 2015,False,False,17000.0,sedan,0,0,2,False
65+,female,majority,30y+,high school,middle class,0.5454738217021173,True,before 2015,False,True,15000.0,sedan,3,0,2,False
16-25,female,majority,0-9y,high school,poverty,0.4398834257875427,True,before 2015,True,True,11000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,none,poverty,0.3754611884221273,False,before 2015,False,False,17000.0,sedan,0,0,1,True
26-39,male,majority,10-19y,none,poverty,0.3688141910403541,False,before 2015,False,False,12000.0,sedan,0,0,3,True
26-39,male,majority,0-9y,high school,middle class,0.5236585383213973,True,before 2015,False,False,15000.0,sports car,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.3914763680965406,True,before 2015,False,True,11697.003206900365,sedan,3,0,1,True
40-64,female,majority,10-19y,university,upper class,0.7010779053023868,True,after 2015,True,True,8000.0,sedan,3,0,0,False
16-25,female,minority,0-9y,none,poverty,0.3322852305538436,False,before 2015,False,True,15000.0,sports car,0,0,0,False
65+,male,majority,30y+,university,upper class,0.6360928203941096,True,after 2015,True,False,17000.0,sedan,3,2,3,False
26-39,female,majority,10-19y,university,upper class,0.8523818296709694,True,before 2015,False,False,14000.0,sedan,0,1,0,False
16-25,male,majority,0-9y,high school,poverty,0.3645877768746501,False,before 2015,True,False,12000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,middle class,0.5436758162626819,True,before 2015,True,True,13000.0,sedan,0,1,0,False
65+,female,majority,30y+,university,upper class,0.4944256965535072,False,after 2015,True,True,12000.0,sedan,4,1,1,False
65+,female,majority,30y+,university,upper class,0.6262660814278748,False,after 2015,True,True,11000.0,sedan,0,1,0,False
26-39,female,majority,10-19y,high school,upper class,0.7733971401539147,True,after 2015,True,True,13000.0,sedan,1,0,0,False
16-25,male,majority,0-9y,high school,working class,0.4378132018571619,True,before 2015,False,True,15000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,none,poverty,0.2892999505458921,False,before 2015,False,True,12000.0,sedan,2,1,1,False
26-39,male,minority,10-19y,high school,upper class,0.7456780692155659,False,before 2015,True,False,14000.0,sports car,1,0,1,True
40-64,male,majority,0-9y,high school,upper class,0.6594050196302074,False,before 2015,True,False,13000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,middle class,0.3934292195083172,True,after 2015,True,False,12000.0,sedan,0,0,1,False
26-39,male,majority,0-9y,university,working class,0.5457876403430777,True,before 2015,True,True,8000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,middle class,0.5074322843749791,False,before 2015,True,True,11000.0,sedan,1,1,0,True
40-64,male,majority,20-29y,university,upper class,0.5822420108370873,True,before 2015,False,True,14000.0,sedan,1,1,7,False
26-39,female,majority,10-19y,none,working class,0.3942206789712544,False,before 2015,False,True,13000.0,sedan,1,0,2,True
26-39,male,majority,10-19y,high school,middle class,0.5909271047250865,True,before 2015,False,False,15000.0,sedan,0,1,0,False
26-39,male,minority,10-19y,high school,working class,0.5912637579951758,False,before 2015,False,False,11697.003206900365,sedan,2,0,2,True
40-64,male,majority,20-29y,university,upper class,0.4954411506859062,True,after 2015,True,True,8000.0,sedan,4,1,3,False
26-39,female,majority,10-19y,university,upper class,0.613826977680089,True,after 2015,False,False,15000.0,sedan,1,0,0,False
26-39,male,majority,10-19y,university,upper class,0.6636154524180936,True,before 2015,True,False,8000.0,sedan,2,0,2,True
40-64,male,majority,0-9y,university,upper class,0.6714062798340049,True,after 2015,True,True,12000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,high school,upper class,0.6471364812806238,True,before 2015,True,True,12000.0,sedan,8,0,2,False
16-25,female,majority,0-9y,high school,poverty,0.2344680861436483,False,before 2015,False,False,10000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,working class,0.4992632819538944,True,before 2015,True,True,9000.0,sedan,1,0,2,False
40-64,male,majority,20-29y,high school,upper class,0.5109020423243751,True,after 2015,False,True,11697.003206900365,sedan,4,0,6,False
16-25,male,majority,0-9y,university,middle class,0.4754719949134253,True,before 2015,False,False,13000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,high school,working class,0.4561823933829111,False,before 2015,True,True,11000.0,sedan,0,0,0,False
65+,female,majority,10-19y,high school,upper class,0.613826977680089,True,before 2015,True,True,9000.0,sedan,0,0,1,False
65+,male,majority,30y+,university,upper class,0.6801737707726987,True,after 2015,False,True,9000.0,sedan,6,1,12,False
26-39,female,majority,10-19y,none,poverty,0.4437392139614944,False,before 2015,False,False,11697.003206900365,sports car,1,1,2,False
40-64,female,majority,0-9y,university,upper class,0.5058338435466339,True,before 2015,True,True,13000.0,sedan,0,0,0,True
16-25,male,minority,0-9y,none,poverty,0.330271506941183,False,after 2015,True,False,11697.003206900365,sedan,0,0,0,False
26-39,female,majority,10-19y,high school,upper class,0.5819921084455086,True,before 2015,True,True,8000.0,sedan,1,0,1,False
40-64,male,majority,20-29y,high school,upper class,0.5597353692525334,True,after 2015,False,True,11697.003206900365,sedan,5,0,1,False
65+,male,minority,30y+,university,upper class,0.5841638627422637,True,after 2015,True,True,9000.0,sedan,10,1,3,False
40-64,female,majority,20-29y,university,upper class,0.6684571148957105,True,before 2015,True,True,11000.0,sedan,4,3,0,False
16-25,female,majority,0-9y,none,poverty,0.4610393716795908,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,False
16-25,female,majority,0-9y,none,poverty,0.4758086378895234,True,before 2015,False,False,14000.0,sports car,0,0,0,False
26-39,male,minority,10-19y,high school,middle class,0.513847778394383,False,after 2015,False,True,8000.0,sedan,6,0,4,False
26-39,male,majority,10-19y,none,poverty,0.390562996318312,False,before 2015,True,True,11000.0,sedan,2,0,1,True
40-64,female,majority,20-29y,university,upper class,0.5271028869095301,True,before 2015,True,False,11000.0,sports car,2,1,1,False
65+,female,majority,20-29y,university,upper class,0.7425581471666168,True,before 2015,True,True,10000.0,sedan,2,1,1,False
26-39,male,majority,10-19y,university,working class,0.4103400623409491,False,before 2015,False,False,15000.0,sedan,1,1,2,True
16-25,male,majority,0-9y,none,poverty,0.2709166995450791,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
65+,female,majority,10-19y,high school,middle class,0.4255670016197596,True,before 2015,True,True,11697.003206900365,sedan,1,0,2,False
40-64,female,majority,20-29y,university,upper class,0.5696383080061281,True,before 2015,True,True,6000.0,sedan,5,1,2,False
65+,female,majority,30y+,high school,upper class,0.4609072687719204,False,after 2015,True,True,8000.0,sedan,3,0,5,False
26-39,female,minority,10-19y,university,upper class,0.7123509063293101,False,after 2015,False,False,16000.0,sedan,0,0,0,False
65+,male,majority,30y+,university,upper class,0.5921220578663743,True,before 2015,False,False,13000.0,sedan,3,0,5,False
26-39,female,majority,0-9y,high school,working class,0.5178938127826952,False,before 2015,False,True,7000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,poverty,0.40109256010844,False,before 2015,True,False,10000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,high school,upper class,0.6407798046102287,True,before 2015,True,True,11697.003206900365,sedan,0,0,2,False
65+,male,majority,30y+,university,upper class,0.613826977680089,False,after 2015,True,False,10000.0,sedan,9,0,3,False
40-64,female,majority,20-29y,high school,upper class,0.5281579037308743,True,before 2015,True,True,9000.0,sedan,6,0,2,False
