Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Brand,Model,Price_log,Kilometers_Driven_log
Jaipur,Diesel,Manual,First,15.8,2148.0,170.0,5.0,9,Mercedes-Benz,NewC-Class,2.6567569067146595,11.307818276142116
Ahmedabad,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,10,Hyundai,i10Sportz,1.2267122912954254,10.524843306446932
Delhi,Petrol,Manual,First,17.0,1497.0,118.0,5.0,13,Honda,City1.5,1.0224509277025455,11.200950699949402
Ahmedabad,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7,Skoda,OctaviaElegance,2.740840023925201,11.182001806479425
Chennai,Diesel,Manual,First,25.0,1396.0,69.0,5.0,5,Tata,IndicaV2,1.0986122886681098,11.76756768334381
Pune,Petrol,Manual,First,18.9,998.0,67.1,5.0,10,Maruti,WagonR,0.8329091229351039,11.314474526246391
Kochi,Diesel,Manual,First,19.67,1582.0,126.2,5.0,5,Hyundai,Creta1.6,2.5862591440482876,10.608044394647637
Hyderabad,Petrol,Manual,First,19.0,998.0,66.1,5.0,13,Maruti,A-StarLxi,0.8109302162163288,11.034308850226253
Kochi,Petrol,Manual,First,22.5,998.0,67.04,5.0,11,Maruti,WagonR,1.2119409739751128,9.64639934516898
Kolkata,Petrol,Manual,First,17.3,1497.0,117.3,7.0,8,Honda,MobilioE,1.4469189829363254,10.043249494911286
Coimbatore,Petrol,Manual,First,20.36,1197.0,78.9,5.0,10,Hyundai,i10Magna,1.4586150226995167,10.686612539214305
Hyderabad,Petrol,Automatic,First,18.23651296194153,3597.0,262.6,5.0,12,Skoda,Superb3.6,1.791759469228055,10.896739325546411
Coimbatore,Diesel,Manual,First,22.54,1396.0,88.73,5.0,4,Hyundai,i201.4,2.217027204632399,9.826660502422802
Hyderabad,Petrol,Manual,First,23.1,998.0,67.04,5.0,5,Maruti,CelerioZXI,1.6074359097634274,10.181119289134408
Pune,Petrol,Manual,First,13.4,1798.0,157.8,5.0,11,Skoda,Laura1.8,1.3217558399823195,10.370361288772935
Chennai,Diesel,Manual,First,20.0,1399.0,68.0,5.0,12,Ford,FigoDiesel,0.9162907318741551,10.571316925111784
Hyderabad,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6,Honda,Jazz1.5,1.9740810260220096,10.729218802151282
Ahmedabad,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,6,Mercedes-Benz,E-Class2015-2017,3.3843902633457743,10.584055950889214
Chennai,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,7,Mercedes-Benz,GLAClass,2.865053949911875,10.896739325546411
Chennai,Diesel,Automatic,First,18.5,1985.0,163.0,5.0,10,Volvo,S60D3,2.4849066497880004,9.903487552536127
Bangalore,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,13,Audi,A8L,2.6026896854443837,10.915088464214607
Kolkata,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,8,Hyundai,Verna1.6,1.62924053973028,10.778956289890028
Kolkata,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11,BMW,3Series,2.33214389523559,11.156250521031495
Delhi,Diesel,Manual,First,22.32,1582.0,126.32,5.0,8,Hyundai,Verna1.6,1.7404661748405046,11.03488966402723
Kochi,Petrol,Manual,First,22.5,998.0,67.04,5.0,8,Maruti,WagonR,1.2267122912954254,10.645282029917595
Hyderabad,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,12,Ford,FigoDiesel,0.8754687373538999,11.598020006003079
Coimbatore,Petrol,Manual,First,18.15,1198.0,82.0,6.0,5,Mahindra,KUV100,1.7227665977411035,10.118840838375275
Pune,Diesel,Manual,First,17.0,1405.0,70.0,5.0,16,Tata,IndigoLS,0.0,11.982929094215963
Hyderabad,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,5,Mahindra,TUV300,2.1041341542702074,10.308952660644293
Bangalore,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,7,Audi,Q335,3.3141860046725258,10.839580911706463
Jaipur,Petrol,Manual,First,21.5,1197.0,81.8,5.0,7,Maruti,WagonR,1.252762968495368,11.08023303460758
Kochi,CNG,Manual,First,44.50599999999999,998.0,58.33,5.0,6,Maruti,CelerioCNG,1.5216989981260935,11.163878496766863
Coimbatore,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5,Maruti,VitaraBrezza,2.336019869080283,10.138520148242751
Mumbai,Diesel,Manual,First,12.7,2609.0,116.6,8.0,16,Mahindra,ScorpioDX,1.1786549963416462,11.406108333406802
Jaipur,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,15,Hyundai,TucsonCRDi,1.6094379124341003,11.547471808722811
Hyderabad,Petrol,Manual,First,17.92,1086.0,62.1,5.0,14,Hyundai,SantroXing,0.8109302162163288,11.13140146763347
Kochi,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,8,Porsche,PanameraDiesel,3.9419700817960983,11.002649690009672
Kochi,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4,Maruti,VitaraBrezza,2.1540850846756014,10.857478611593109
Mumbai,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5,Maruti,SwiftDzire,1.9810014688665833,9.82086652384779
Kochi,Petrol,Manual,First,19.5,1199.0,86.76,5.0,6,Honda,AmazeV,1.6992786164338898,10.618053700469373
Pune,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,8,Jaguar,XF2.2,3.4339872044851463,10.915106645867503
Kochi,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,5,Mini,CooperConvertible,3.582963228522387,9.926666825483533
Jaipur,Petrol,Manual,First,21.1,814.0,55.2,5.0,5,Hyundai,EONEra,1.2296405510745139,9.047821442478408
Ahmedabad,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,14,Audi,A63.0,2.4423470353692043,10.714417768752456
Pune,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6,Hyundai,i20Active,1.9810014688665833,8.699514748210191
Chennai,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4,Maruti,SwiftAMT,2.0794415416798357,9.305650551780507
Kochi,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7,Ford,Ecosport1.5,1.9919755158985601,11.290581593826584
Kolkata,Petrol,Manual,First,18.9,998.0,67.1,5.0,6,Maruti,WagonR,1.208960345836975,10.306616600846745
Mumbai,Diesel,Manual,First,20.34,1498.0,103.2,5.0,9,Volkswagen,Vento1.5,1.4816045409242156,10.801716141591875
Kolkata,Petrol,Manual,First,17.6,1496.0,88.7,5.0,10,Toyota,EtiosVX,1.095273387402595,10.915088464214607
Bangalore,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7,Honda,Jazz1.2,1.7227665977411035,10.043249494911286
Coimbatore,Diesel,Manual,First,20.14,1498.0,88.73,5.0,6,Volkswagen,CrossPolo1.5,1.891604804197771,10.910112468091466
Kochi,Diesel,Manual,First,21.66,1498.0,108.62,5.0,4,Volkswagen,Ameo1.5,2.066862759472976,10.355390854750077
Kochi,Petrol,Manual,First,16.8,1497.0,116.3,5.0,7,Honda,CityV,1.9459101490553132,10.886352232659924
Hyderabad,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,8,Honda,BrioVX,1.599387576580599,10.239959789157341
Mumbai,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,5,Skoda,Rapid1.6,2.2181159363675955,9.50390510758612
Hyderabad,Diesel,Manual,First,16.8,1493.0,110.0,5.0,11,Hyundai,VernaCRDi,1.62924053973028,11.156250521031495
Jaipur,Diesel,Manual,First,21.19,1396.0,88.76,5.0,7,Hyundai,i20Active,1.7749523509116738,11.306024289201883
Kochi,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,3,Maruti,BalenoAlpha,2.252343876557299,9.515911477263703
Mumbai,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,14,Honda,CR-V2.4L,1.3609765531356006,11.225243392518447
Coimbatore,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,8,Maruti,SwiftDzire,1.6845453849209058,10.973528884216202
Pune,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,13,Maruti,SwiftDzire,1.0986122886681098,11.407564949312402
Jaipur,Diesel,Manual,First,23.4,1248.0,74.0,5.0,10,Maruti,SwiftDzire,1.4586150226995167,11.326595886778735
Jaipur,Petrol,Manual,First,20.85,1197.0,83.14,5.0,5,Maruti,SwiftDzire,1.9095425048844386,10.52626591542919
Jaipur,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5,Hyundai,Grandi10,1.5040773967762742,10.043249494911286
Chennai,Diesel,Manual,First,17.8,1399.0,68.0,5.0,12,Ford,Fiesta1.4,1.0116009116784799,11.314474526246391
Chennai,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6,Hyundai,Verna1.6,2.1972245773362196,10.341742483467284
Jaipur,Petrol,Manual,First,12.0,998.0,67.04,5.0,21,Maruti,WagonR,-0.35667494393873245,12.206072645530174
Delhi,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,8,Ford,FigoDiesel,0.9360933591703348,10.714439990727769
Coimbatore,Diesel,Manual,First,21.12,1248.0,88.8,5.0,8,Tata,ManzaAqua,1.264126727145683,10.82865873621622
Ahmedabad,Petrol,Manual,First,13.5,1799.0,130.0,5.0,13,Honda,Civic2006-2010,1.4469189829363254,11.396391648714276
Ahmedabad,Petrol,Manual,Second,19.7,796.0,46.3,5.0,15,Maruti,AltoLX,0.1823215567939546,11.184421397998193
Ahmedabad,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,9,BMW,5Series,2.970414465569701,11.407564949312402
Bangalore,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,7,Mahindra,XUV500W8,2.4849066497880004,11.238488619268468
Hyderabad,Diesel,Manual,First,23.2,1248.0,73.94,5.0,10,Maruti,RitzVDi,1.3609765531356006,11.269591961359195
Kochi,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5,Maruti,VitaraBrezza,2.211565694606877,10.556489592791646
Pune,Petrol,Manual,First,15.1,1196.0,73.0,7.0,11,Maruti,Eeco7,0.8109302162163288,10.714417768752456
Mumbai,Petrol,Manual,First,17.5,1197.0,85.8,5.0,10,Maruti,SwiftDzire,1.1786549963416462,11.326595886778735
Coimbatore,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,5,Hyundai,Creta1.6,2.6939512767227085,10.823172517478298
Mumbai,Petrol,Manual,First,22.5,998.0,67.04,5.0,12,Maruti,WagonR,0.8544153281560676,10.540646222887219
Kolkata,Diesel,Manual,First,27.62,793.0,47.0,5.0,7,Maruti,CelerioZDi,1.1314021114911006,10.419808051784079
Delhi,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,8,Hyundai,SantaFe,2.5572273113676265,11.608235644774552
Kolkata,Petrol,Manual,First,21.1,814.0,55.2,5.0,5,Hyundai,EOND,0.9162907318741551,11.002099841204238
Delhi,Petrol,Manual,First,18.5,1197.0,82.85,5.0,9,Hyundai,i20Sportz,1.2947271675944,11.433968833968516
Bangalore,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8,Hyundai,Verna1.6,2.0149030205422647,10.714417768752456
Kochi,Petrol,Manual,First,18.4,1198.0,86.8,5.0,9,Honda,BrioS,1.3190856114264407,10.428008959431105
Kochi,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5,Maruti,SwiftVXI,1.7681496035889213,10.17835030752565
Coimbatore,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,4,Mercedes-Benz,NewC-Class,3.6793340412704048,9.933240510685476
Coimbatore,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4,Maruti,SwiftVDI,1.9530276168241774,11.024937075106996
Delhi,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,4,Maruti,SwiftAMT,2.0149030205422647,9.350102314351341
Chennai,Diesel,Manual,First,25.44,936.0,57.6,5.0,10,Chevrolet,BeatDiesel,0.7419373447293773,10.968198289528557
Delhi,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,8,Skoda,SuperbElegance,2.451005098112319,10.545341438708522
Bangalore,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,10,Mercedes-Benz,NewC-Class,2.9575110607337933,10.799575577092764
Coimbatore,Diesel,Manual,First,13.68,2393.0,147.8,8.0,5,Toyota,InnovaCrysta,2.8859174075467844,11.187223025328281
Kolkata,Petrol,Manual,First,20.36,1197.0,78.9,5.0,6,Hyundai,i10Sportz,1.2809338454620642,8.85366542803745
Ahmedabad,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,8,Honda,AmazeS,1.5040773967762742,9.903487552536127
Hyderabad,Diesel,Manual,First,21.9,1396.0,88.76,5.0,5,Hyundai,i20Magna,2.0014800002101243,9.551160286590816
Coimbatore,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,4,Mercedes-Benz,GLE350d,4.0824406577192764,10.332213354218844
Kolkata,Diesel,Manual,First,12.05,2179.0,120.0,7.0,11,Mahindra,Scorpio2009-2014,1.7047480922384253,10.847140501166095
Bangalore,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,16,Hyundai,GetzGLE,0.5596157879354227,10.691944912900398
Mumbai,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6,Maruti,BalenoAlpha,1.9095425048844386,9.409846753524238
Chennai,Diesel,Manual,First,16.52,1991.0,123.7,5.0,11,Chevrolet,OptraMagnum,1.3737155789130306,10.915088464214607
Mumbai,Petrol,Manual,First,17.1,1591.0,121.3,5.0,11,Hyundai,Verna1.6,1.4350845252893227,11.02841714952161
Hyderabad,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6,Honda,City1.5,2.128231705849268,10.254637260432023
Mumbai,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,5,Volkswagen,PoloGT,2.1102132003465894,10.234695959482242
Bangalore,Petrol,Manual,First,19.4,1198.0,86.8,5.0,9,Honda,BrioE,1.1969481893889715,10.917195334113794
Ahmedabad,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5,Maruti,SwiftDzire,2.0149030205422647,10.165851817003619
Pune,Petrol,Manual,First,17.0,1497.0,118.0,5.0,10,Honda,City1.5,1.55814461804655,10.725379688986635
Pune,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9,Mahindra,SsangyongRexton,2.1736147116970854,11.238488619268468
Pune,Petrol,Manual,First,13.1,1798.0,157.75,5.0,8,Skoda,SuperbElegance,2.2512917986064953,11.820410164718188
Pune,Petrol,Manual,First,18.23651296194153,999.0,112.3128981777716,5.0,13,Hyundai,SantroGLS,0.47000362924573563,11.512925464970229
Kolkata,Petrol,Manual,First,19.7,796.0,46.3,5.0,12,Maruti,AltoLXi,0.4382549309311553,10.54867797155018
Jaipur,Diesel,Manual,First,23.0,1396.0,90.0,5.0,8,Hyundai,i20Asta,1.766441661243765,11.319947327987745
Coimbatore,Petrol,Manual,First,15.8,1499.0,110.0,5.0,8,Ford,Ecosport1.5,2.017566137961748,11.042873834572456
Hyderabad,Diesel,Manual,First,23.08,1461.0,63.1,5.0,11,Nissan,MicraDiesel,1.2809338454620642,11.370578183484108
Kochi,Petrol,Manual,First,19.4,1198.0,86.8,5.0,6,Honda,BrioE,1.5539252025038417,10.238852032964804
Delhi,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,9,Mahindra,SsangyongRexton,2.3513752571634776,11.103030559782677
Coimbatore,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,9,BMW,7Series,3.5421180727185324,11.205380763422196
Kochi,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4,Hyundai,Grandi10,1.803358605071407,9.937357437043744
Coimbatore,Petrol,Manual,First,21.4,1197.0,83.1,5.0,4,Maruti,BalenoDelta,2.048982334195127,10.13034420176222
Coimbatore,Diesel,Manual,First,11.68,2498.0,112.0,8.0,6,Mahindra,XyloE8,2.0095554142156695,10.803160978586845
Delhi,Diesel,Manual,First,21.8,1461.0,78.0,5.0,10,Renault,FluenceDiesel,1.2499017362143359,11.379508351529877
Coimbatore,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,10,Hyundai,i201.2,1.3987168811184478,10.55095721959942
Kochi,Diesel,Manual,First,10.5,2835.0,107.2,6.0,9,Mitsubishi,Pajero2.8,2.474856313934499,10.799289821982947
Pune,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,11,Toyota,CorollaAltis,1.864080130807681,11.385092093460344
Pune,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,7,BMW,X5X5,3.912023005428146,11.14189076866657
Pune,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,11,BMW,3Series,2.1972245773362196,10.685240671430098
Coimbatore,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,6,Hyundai,Creta1.6,2.6567569067146595,10.979700846260759
Coimbatore,Diesel,Manual,First,18.49,1493.0,100.0,7.0,5,Mahindra,TUV300,1.9960599327407849,10.807786671557905
Delhi,Diesel,Manual,First,12.05,2179.0,120.0,8.0,12,Mahindra,ScorpioVLX,1.4816045409242156,11.184421397998193
Mumbai,Petrol,Manual,First,25.17,799.0,53.3,5.0,6,Renault,KWIDRXT,1.1314021114911006,10.085809109330082
Coimbatore,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5,Renault,KWID1.0,1.4539530095937054,10.883410144655057
Pune,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5,Maruti,SwiftVXi,1.7047480922384253,9.392661928770137
Kolkata,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,10,Skoda,Laura1.9,1.944480556245719,10.714417768752456
Coimbatore,Petrol,Manual,First,24.7,796.0,47.3,5.0,4,Maruti,Alto800,1.4562867329399256,10.17481155837509
Delhi,Petrol,Manual,First,18.6,1197.0,85.8,5.0,8,Maruti,SwiftVXI,1.4350845252893227,10.915088464214607
Pune,Diesel,Manual,First,23.0,1396.0,90.0,5.0,10,Hyundai,i201.4,1.4134230285081433,11.407564949312402
Mumbai,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,7,Audi,Q32012-2015,2.9311937524164198,10.778956289890028
Mumbai,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,5,Mercedes-Benz,GLE350d,4.173617743116608,9.896613983592955
Mumbai,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,12,Hyundai,i10Era,0.4637340162321402,10.915088464214607
Kolkata,Petrol,Manual,First,20.51,998.0,67.04,5.0,6,Maruti,WagonR,1.2809338454620642,8.476371196895983
Kochi,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,5,Honda,Cityi,2.063058062429312,10.561188886161775
Mumbai,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4,Hyundai,Grandi10,1.713797927758343,8.28349412616251
Jaipur,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,8,Honda,Cityi,1.8562979903656263,11.211820372186306
Mumbai,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,13,Maruti,SwiftDzire,0.9745596399981308,10.90668965639958
Delhi,Petrol,Manual,First,17.5,1298.0,85.8,5.0,7,Maruti,SwiftDzire,1.7047480922384253,10.975071168816319
Kochi,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9,Mahindra,XUV500W8,1.9892432737616872,11.207052266057023
Jaipur,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6,Maruti,CiazZDi,1.9600947840472698,11.326595886778735
Kochi,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6,Hyundai,Verna1.6,2.057962510002712,9.690232448972248
Mumbai,Diesel,Manual,First,13.1,1493.0,82.0,5.0,17,Hyundai,AccentCRDi,-0.16251892949777494,11.918390573078392
Mumbai,Petrol,Manual,First,19.4,1198.0,86.8,5.0,8,Honda,BrioS,1.2669476034873244,10.003332887505843
Coimbatore,Petrol,Manual,First,17.19,1197.0,81.86,5.0,5,Hyundai,i20Active,2.102913897864978,10.464331157823805
Pune,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,4,BMW,3Series,3.332204510175204,10.085809109330082
Chennai,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,7,Volkswagen,Jetta2013-2015,2.5649493574615367,13.081541382884074
Chennai,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,11,Volkswagen,PoloPetrol,1.1908875647772805,11.156250521031495
Pune,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,7,Maruti,SwiftVXi,1.4838746894587547,9.530174967444372
Kolkata,Diesel,Manual,First,19.01,1461.0,108.45,5.0,9,Renault,Duster110PS,1.6074359097634274,10.968198289528557
Hyderabad,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,13,BMW,X3xDrive,2.8892600290434745,10.968198289528557
Coimbatore,Diesel,Manual,First,20.5,1248.0,91.72,5.0,4,Fiat,AvventuraMULTIJET,2.0425181875752383,9.836546146782247
Delhi,Petrol,Manual,First,20.51,998.0,67.04,5.0,9,Maruti,WagonR,1.0296194171811581,10.38523445880145
Kolkata,Diesel,Manual,First,22.1,1248.0,76.9,5.0,9,Chevrolet,SailHatchback,1.0986122886681098,10.714417768752456
Coimbatore,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7,Mahindra,XUV500W8,2.5249283241374862,10.514230906841258
Kochi,Diesel,Manual,First,23.0,1248.0,88.8,5.0,6,Tata,ZestQuadrajet,1.6094379124341003,10.90041773707303
Kochi,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,5,BMW,X3xDrive20d,3.4855385300959063,10.516914889962838
Chennai,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7,Maruti,SwiftVDI,1.8718021769015913,10.043249494911286
Bangalore,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,7,BMW,5Series,3.5553480614894135,9.546812608597396
Chennai,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,7,Tata,IndigoCS,0.6931471805599453,11.513655198649829
Kochi,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7,Mahindra,XUV500W8,2.247072383063787,10.988372720584238
Kochi,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,6,Audi,Q735,3.6635616461296463,11.186253052827162
Hyderabad,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,13,BMW,5Series,2.70805020110221,11.27720313144916
Coimbatore,Petrol,Manual,First,17.1,1591.0,121.3,5.0,9,Hyundai,Verna1.6,1.8164520818184267,11.111402576094688
Pune,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,7,Hyundai,SantaFe,2.6741486494265287,11.512925464970229
Bangalore,Petrol,Manual,First,18.23651296194153,999.0,112.3128981777716,5.0,10,Hyundai,SantroGLS,1.1786549963416462,10.668955394675699
Kochi,Petrol,Automatic,First,20.51,998.0,67.0,5.0,4,Maruti,WagonR,1.6448050562713916,10.21877263241388
Pune,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,15,Maruti,WagonR,0.2151113796169455,11.407564949312402
Kolkata,Petrol,Manual,First,18.5,1197.0,82.85,5.0,9,Hyundai,i20Sportz,1.0296194171811581,10.604106747934773
Kochi,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,11,Skoda,SuperbElegance,1.6544112780768316,11.208883631749874
Pune,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,17,Hyundai,GetzGLS,-0.7985076962177716,11.362102575235644
Delhi,Petrol,Manual,First,18.9,998.0,67.1,5.0,8,Maruti,WagonR,1.1786549963416462,11.09276287610148
Kolkata,Petrol,Manual,First,16.8,796.0,34.2,5.0,7,Maruti,OmniMPI,0.4054651081081644,10.043249494911286
Mumbai,Petrol,Manual,First,20.36,1197.0,78.9,5.0,10,Hyundai,i10Magna,1.0473189942805592,10.839580911706463
Kochi,Petrol,Manual,First,21.7,999.0,67.0,5.0,4,Renault,KWID1.0,1.5040773967762742,9.816567080505427
Bangalore,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,8,Mercedes-Benz,BClass,2.7880929087757464,10.491274217438248
Mumbai,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,5,Volkswagen,PoloGT,2.0476928433652555,10.126631103850338
Bangalore,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,15,Mahindra,ScorpioVLX,1.4701758451005926,11.302204433654575
Kochi,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,3,Toyota,Fortuner2.8,3.5004392163118045,9.98594273247232
Coimbatore,Diesel,Manual,First,25.44,936.0,56.3,5.0,9,Chevrolet,BeatDiesel,1.2892326482767593,11.23084102980692
Delhi,Diesel,Manual,First,12.8,2494.0,102.0,8.0,12,Toyota,Innova2.5,1.55814461804655,11.289781913656018
Kochi,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4,Maruti,SwiftDzire,1.873339456220478,9.275285060616564
Hyderabad,Petrol,Manual,First,21.7,999.0,67.0,5.0,4,Renault,KWIDClimber,1.5686159179138452,8.325063693631197
Hyderabad,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5,Tata,BoltQuadrajet,1.791759469228055,11.49781182716018
Coimbatore,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6,Hyundai,Grandi10,1.8562979903656263,11.02805994287377
Ahmedabad,Diesel,Manual,First,20.34,1498.0,103.2,5.0,8,Volkswagen,Vento1.5,1.589235205116581,10.896739325546411
Coimbatore,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,9,Audi,A62011-2015,3.0238337036648657,11.170406986612614
Kolkata,Diesel,Manual,First,19.3,1248.0,73.9,5.0,7,Maruti,SwiftDzire,1.5602476682433286,10.598682634713374
Kochi,Petrol,Manual,First,18.0,995.0,62.0,5.0,10,Chevrolet,Spark1.0,0.6931471805599453,10.832082278866448
Coimbatore,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13,BMW,3Series,2.2945529212967815,11.551232299124814
Kochi,Petrol,Manual,First,21.1,814.0,55.2,5.0,4,Hyundai,EONEra,1.3056264580524357,9.63782786411884
Hyderabad,Diesel,Manual,First,23.4,1248.0,74.0,5.0,9,Maruti,SwiftDzire,1.749199854809259,11.141861783579396
Hyderabad,Diesel,Manual,First,20.14,1498.0,88.5,5.0,8,Volkswagen,CrossPolo1.5,1.7404661748405046,11.227374453527402
Coimbatore,Petrol,Manual,First,18.0,1198.0,86.7,5.0,8,Honda,AmazeE,1.5973653311998313,10.708913760562126
Kochi,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,10,Volkswagen,VentoPetrol,1.4562867329399256,10.87849992022629
Kolkata,Petrol,Manual,First,20.51,998.0,67.04,5.0,8,Maruti,WagonR,1.0986122886681098,10.079120121179287
Hyderabad,Diesel,Manual,First,20.14,1498.0,88.8,5.0,8,Volkswagen,Polo1.5,1.8718021769015913,11.305876694987308
Jaipur,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,7,Volkswagen,PoloPetrol,1.589235205116581,10.985292722887856
Kochi,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6,Honda,AmazeSX,1.6863989535702288,10.855261251655614
Delhi,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,8,Audi,A635,3.1780538303479458,10.933106969717286
Kochi,Diesel,Manual,First,24.7,1047.0,69.0,5.0,3,Tata,Tigor1.05,2.0095554142156695,10.284625814486557
Kochi,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,5,Volkswagen,Vento1.5,2.2617630984737906,10.420792142399828
Hyderabad,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,8,Audi,A635,3.2188758248682006,11.03488966402723
Hyderabad,Diesel,Manual,First,19.01,1461.0,108.5,5.0,8,Nissan,TerranoXL,1.916922612182061,11.097410021008562
Coimbatore,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,6,Skoda,Rapid1.5,2.150598735996164,10.749999389802367
Hyderabad,Diesel,Manual,First,25.83,1498.0,99.0,5.0,6,Ford,FigoAspire,1.665818245870208,11.192251771557805
